floor,fee,management_fee,deposit,gratuity,madori,menseki,years_built,floors,walking_time_from_jr_akabane,sold
1,5.6,5000.0,7.7,8.1,14,16.282,5.0,4,13.0,5
1,6.0,2000.0,6.0,8.1,14,18.52,36.0,4,10.0,0
10,9.3,3000.0,9.3,8.1,6,39.542,36.0,4,10.0,0
8,9.3,3000.0,9.3,8.1,6,39.542,36.0,4,10.0,0
8,6.2,5000.0,6.2,8.1,14,18.32,35.0,3,10.0,5
8,6.2,5000.0,6.2,6.2,14,16.912,32.0,2,14.0,0
8,5.9,3000.0,7.7,8.1,1,22.412,6.0,2,13.0,5
8,6.1,1000.0,6.1,8.1,1,21.422,22.0,2,17.0,5
8,6.2,1000.0,6.2,6.2,1,21.422,22.0,2,17.0,5
8,5.8,4000.0,7.7,8.1,14,12.722,7.0,2,17.0,0
8,5.8,4000.0,7.7,5.8,14,12.722,7.0,2,17.0,5
9,6.3,3000.0,7.7,8.1,1,19.262,39.0,3,16.0,5
1,6.0,3000.0,7.7,8.1,1,21.92,39.0,3,16.0,5
1,6.0,3000.0,7.7,8.1,1,202.0,33.0,3,17.0,5
8,6.0,3000.0,6.0,8.1,1,20.542,28.0,3,23.0,5
9,5.6,7000.0,7.7,5.6,1,19.872,20.0,3,13.0,5
8,5.6,7000.0,7.7,8.1,1,19.872,20.0,3,13.0,5
8,6.0,3000.0,7.7,8.1,14,11.182,6.0,3,13.0,0
8,6.9,4000.0,7.7,8.1,14,14.352,6.0,3,13.0,0
8,5.95,4000.0,7.7,5.95,14,15.12,6.0,2,24.0,5
1,5.95,4000.0,7.7,5.95,14,13.532,6.0,2,8.0,5
1,5.95,4000.0,7.7,5.95,14,13.532,6.0,2,10.0,5
8,6.2,2000.0,7.7,8.1,7,37.32,34.0,2,46.0,5
1,6.0,4000.0,7.7,6.0,14,12.392,7.0,2,10.0,5
8,6.1,4000.0,7.7,6.1,14,12.392,7.0,2,10.0,5
8,6.1,4000.0,7.7,8.1,14,11.412,7.0,2,11.0,5
8,6.1,3500.0,7.7,6.1,14,11.412,7.0,2,11.0,5
8,6.15,3500.0,7.7,6.15,14,11.142,6.0,2,8.0,5
8,6.15,4000.0,7.7,6.15,14,11.142,6.0,2,8.0,5
1,6.05,4000.0,7.7,6.05,14,10.22,6.0,2,8.0,5
8,6.2,3000.0,6.2,8.1,6,40.22,38.0,2,13.0,5
1,6.3,2000.0,6.3,6.3,0,26.082,32.0,2,14.0,5
1,6.2,3000.0,6.2,6.2,1,252.0,15.0,2,40.0,5
9,6.5,5000.0,6.5,8.1,0,252.0,35.0,3,8.0,5
1,6.5,5000.0,7.7,8.1,1,24.452,33.0,3,12.0,0
9,5.2,5000.0,5.2,8.1,14,172.0,37.0,3,14.0,0
8,5.2,3000.0,5.2,5.2,14,13.62,20.0,2,13.0,0
1,5.0,3000.0,5.0,5.0,14,13.62,20.0,2,13.0,0
1,4.9,3000.0,4.9,4.9,14,142.0,20.0,2,13.0,0
11,5.1,2000.0,5.1,8.1,1,13.972,36.0,5,4.0,0
8,5.0,5000.0,5.0,8.1,1,202.0,27.0,2,19.0,0
1,5.5,5000.0,5.5,8.1,1,23.52,37.0,3,20.0,0
8,5.3,3000.0,5.3,8.1,1,182.0,37.0,3,20.0,0
8,5.5,5000.0,5.5,8.1,1,182.0,37.0,3,20.0,0
1,5.6,4000.0,7.7,5.6,14,12.722,7.0,2,18.0,0
8,5.8,4000.0,7.7,8.1,14,12.722,7.0,2,18.0,0
1,5.8,3000.0,7.7,8.1,1,14.012,6.0,3,39.0,0
8,6.2,5000.0,6.2,8.1,14,15.52,24.0,3,6.0,0
1,6.3,5000.0,6.3,8.1,1,17.12,24.0,3,6.0,0
1,6.3,5000.0,6.3,8.1,14,15.52,24.0,3,6.0,0
11,5.8,5000.0,7.7,8.1,14,172.0,34.0,8,13.0,0
12,7.2,5000.0,7.7,8.1,0,28.292,34.0,8,13.0,0
8,5.8,5000.0,7.7,8.1,1,172.0,34.0,8,13.0,0
1,6.0,3000.0,7.7,8.1,14,19.52,6.0,3,39.0,0
1,6.3,1500.0,7.7,8.1,1,19.832,43.0,2,8.0,0
8,6.3,3500.0,7.7,8.1,14,10.962,3.0,2,17.0,0
8,6.15,3500.0,7.7,8.1,14,10.962,3.0,2,17.0,0
8,6.35,3500.0,7.7,8.1,14,10.562,3.0,2,17.0,0
1,6.3,4000.0,3.15,6.3,14,17.582,3.0,3,27.0,0
1,6.3,5000.0,6.3,6.3,14,18.732,8.0,4,13.0,0
10,6.9,5000.0,6.9,6.9,14,18.582,8.0,4,13.0,0
1,6.7,3000.0,7.7,8.1,1,18.842,17.0,3,19.0,0
8,11.0,3000.0,7.7,8.1,2,35.282,17.0,3,19.0,0
1,6.9,3000.0,7.7,8.1,1,18.842,17.0,3,19.0,0
8,11.2,3000.0,11.2,11.2,2,35.282,17.0,3,19.0,0
1,6.6,4000.0,7.7,8.1,1,16.332,6.0,3,10.0,0
10,7.4,5000.0,7.7,8.1,1,242.0,52.0,4,5.0,0
9,7.2,5000.0,7.7,8.1,1,27.222,52.0,4,5.0,0
10,7.5,5000.0,7.5,8.1,1,222.0,52.0,4,5.0,0
1,7.2,5000.0,7.7,8.1,14,18.672,10.0,4,10.0,0
10,7.5,5000.0,7.7,8.1,1,18.892,10.0,4,10.0,0
10,7.6,5000.0,7.7,8.1,1,20.892,10.0,4,10.0,0
1,7.2,10000.0,6.1,6.1,14,18.672,10.0,4,10.0,0
10,8.4,5000.0,7.7,8.4,14,18.892,10.0,4,10.0,0
9,5.35,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
11,5.7,21000.0,5.0,15.0,14,14.672,5.0,8,23.0,0
14,5.95,21000.0,5.0,8.1,14,14.382,5.0,8,23.0,0
1,5.1,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
8,5.25,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
9,5.5,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
11,5.65,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
12,5.75,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
12,5.8,21000.0,5.0,15.0,14,14.672,5.0,8,23.0,0
11,5.8,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
14,5.95,21000.0,5.0,15.0,14,14.672,5.0,8,23.0,0
13,6.0,21000.0,5.0,15.0,14,14.042,5.0,8,23.0,0
1,5.15,21000.0,5.0,15.0,14,14.672,5.0,8,23.0,0
10,5.3,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
10,5.35,21000.0,5.0,15.0,14,14.672,5.0,8,23.0,0
10,5.5,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
13,5.85,21000.0,5.0,15.0,14,14.042,5.0,8,23.0,0
12,5.9,21000.0,5.0,15.0,14,14.382,5.0,8,23.0,0
14,6.0,21000.0,5.0,8.1,14,14.672,5.0,8,23.0,0
14,6.1,21000.0,5.0,15.0,14,14.042,5.0,8,23.0,0
1,7.0,3000.0,7.0,8.1,1,20.982,21.0,3,8.0,0
8,7.4,3000.0,7.4,8.1,1,232.0,21.0,3,8.0,0
9,7.7,3000.0,7.7,7.7,1,232.0,21.0,3,8.0,0
8,7.4,5000.0,7.4,7.4,1,23.822,17.0,2,7.0,0
10,7.25,4400.0,7.7,7.25,1,26.812,19.0,4,13.0,0
8,7.8,5000.0,7.8,7.8,2,28.422,50.0,3,18.0,0
9,8.5,5000.0,8.5,8.5,0,28.422,50.0,3,18.0,0
8,7.8,5000.0,7.8,7.8,2,28.422,50.0,4,18.0,0
9,8.5,5000.0,8.5,8.5,0,282.0,50.0,4,18.0,0
8,7.6,3000.0,7.7,8.1,1,23.592,23.0,2,6.0,0
8,7.8,2000.0,7.8,7.8,1,27.072,19.0,4,8.0,0
8,7.7,3000.0,7.7,8.1,1,24.782,15.0,3,16.0,0
8,7.5,5000.0,7.7,5.0,1,23.652,13.0,2,20.0,0
8,7.8,5500.0,7.7,8.1,1,23.652,13.0,2,20.0,0
8,8.0,3000.0,8.0,8.1,2,352.0,26.0,3,15.0,0
8,8.1,3000.0,7.7,8.1,1,23.52,15.0,3,4.0,0
8,8.2,3000.0,8.2,8.1,1,23.52,15.0,3,4.0,0
9,8.5,5000.0,8.5,8.5,2,382.0,36.0,3,13.0,0
8,8.5,5000.0,7.7,8.1,7,302.0,31.0,3,15.0,0
11,7.6,10000.0,7.7,7.6,1,26.112,14.0,9,12.0,0
13,7.9,10000.0,7.7,7.9,1,26.772,14.0,9,12.0,0
9,8.5,3000.0,8.5,8.5,14,282.0,24.0,3,7.0,0
8,8.5,3000.0,8.5,8.5,14,28.22,24.0,3,7.0,0
9,8.5,3000.0,8.5,8.1,14,282.0,24.0,3,7.0,0
8,8.5,3000.0,8.5,8.5,14,282.0,24.0,3,7.0,0
8,8.25,8000.0,8.25,8.1,1,25.572,4.0,8,18.0,0
11,17.0,10000.0,17.0,8.1,8,56.122,4.0,8,18.0,0
12,17.1,10000.0,17.1,8.1,8,55.582,4.0,8,18.0,0
4,8.2,9000.0,7.7,8.1,1,25.982,13.0,10,8.0,0
4,8.2,10000.0,7.7,8.1,1,25.982,13.0,10,8.0,0
8,8.3,8000.0,7.7,8.3,1,25.752,5.0,5,23.0,0
8,8.3,8000.0,7.7,8.3,1,25.682,5.0,5,23.0,0
10,8.5,7000.0,8.5,8.5,2,32.682,54.0,7,3.0,0
12,8.5,7000.0,8.5,8.5,7,32.42,54.0,7,3.0,0
11,8.8,5000.0,8.8,8.8,1,272.0,17.0,7,6.0,0
11,8.1,12000.0,7.7,8.1,1,25.72,13.0,11,12.0,0
4,8.45,10000.0,7.7,8.45,1,25.592,10.0,13,23.0,0
9,8.5,10000.0,8.5,8.1,1,25.512,4.0,9,13.0,0
13,8.5,10000.0,8.5,8.1,1,25.862,4.0,9,13.0,0
11,8.85,10000.0,7.7,8.1,1,27.662,3.0,5,18.0,0
9,8.85,12000.0,8.85,8.1,1,26.12,6.0,13,30.0,0
11,8.95,12000.0,8.95,8.1,1,26.12,6.0,13,30.0,0
5,12.6,15000.0,12.6,8.1,7,33.292,6.0,13,30.0,0
5,12.6,15000.0,12.6,8.1,0,35.562,6.0,13,30.0,0
13,9.1,18000.0,7.7,8.1,0,25.572,3.0,11,13.0,0
12,8.9,18000.0,7.7,8.1,7,25.572,3.0,11,13.0,0
14,9.0,18000.0,7.7,8.1,7,25.572,3.0,11,13.0,0
15,9.2,18000.0,7.7,8.1,7,25.572,3.0,11,13.0,0
1,9.9,9000.0,7.7,8.1,1,31.52,44.0,11,2.0,0
5,12.0,5000.0,12.0,8.1,8,51.552,44.0,11,2.0,0
1,13.8,5000.0,7.7,8.1,1,31.52,44.0,11,2.0,0
9,13.4,10000.0,13.4,8.1,2,33.162,2.0,3,16.0,0
8,13.6,10000.0,13.6,8.1,2,33.162,2.0,3,16.0,0
8,10.2,8000.0,10.2,8.1,2,26.882,2.0,3,16.0,0
9,10.2,8000.0,10.2,8.1,0,24.822,2.0,3,16.0,0
9,10.2,10000.0,10.2,8.1,2,24.822,2.0,3,16.0,0
1,10.0,10000.0,10.0,8.1,1,25.62,6.0,5,7.0,0
10,11.3,10000.0,11.3,11.3,1,25.62,6.0,5,7.0,0
10,11.3,10000.0,11.3,8.1,1,25.62,6.0,5,7.0,0
1,10.1,10500.0,7.7,10.1,1,25.52,17.0,5,17.0,0
8,10.2,10500.0,7.7,10.2,1,25.52,17.0,5,17.0,0
1,10.0,10500.0,7.7,10.0,1,25.52,17.0,5,17.0,0
9,11.9,5000.0,11.9,11.9,6,45.312,25.0,8,10.0,0
9,12.2,3300.0,7.7,12.2,2,40.142,4.0,3,21.0,0
9,12.4,3300.0,7.7,12.4,2,45.82,4.0,3,21.0,0
9,12.6,3300.0,7.7,12.6,2,45.82,4.0,3,21.0,0
9,12.3,6000.0,7.7,8.1,2,33.472,1.0,3,20.0,0
10,13.3,5000.0,7.7,8.1,2,32.512,17.0,5,7.0,0
11,13.4,5000.0,7.7,8.1,2,32.512,17.0,5,7.0,0
1,12.8,5000.0,7.7,8.1,2,32.512,17.0,5,7.0,0
13,13.4,10000.0,13.4,13.4,8,50.332,45.0,11,3.0,0
13,13.3,10000.0,13.3,13.3,8,50.332,45.0,11,3.0,0
8,13.6,10000.0,13.6,13.6,6,49.882,31.0,6,11.0,0
1,13.5,10000.0,13.5,13.5,10,53.212,31.0,6,11.0,0
9,13.8,10000.0,13.8,13.8,6,49.882,31.0,6,11.0,0
1,18.0,10000.0,18.0,18.0,10,80.822,31.0,6,11.0,0
9,18.5,10000.0,18.5,18.5,10,80.822,31.0,6,11.0,0
12,13.5,15000.0,7.7,13.5,6,44.652,6.0,6,8.0,0
1,15.4,5000.0,7.7,8.1,2,41.372,17.0,4,3.0,0
1,15.6,5000.0,7.8,8.1,2,44.872,17.0,4,3.0,0
10,15.7,5000.0,7.85,8.1,2,41.372,17.0,4,3.0,0
9,15.8,5000.0,15.8,15.8,2,41.372,17.0,4,3.0,0
10,15.9,5000.0,7.95,8.1,2,44.872,17.0,4,3.0,0
1,15.5,8000.0,15.5,15.5,11,65.882,39.0,4,8.0,0
13,17.0,5000.0,17.0,17.0,11,60.232,27.0,8,9.0,0
13,17.0,5000.0,17.0,17.0,11,60.162,27.0,8,9.0,0
15,20.4,12000.0,20.4,20.4,8,55.022,5.0,11,10.0,0
1,6.0,5000.0,6.0,8.1,1,182.0,53.0,2,8.0,0
1,4.7,5000.0,4.7,8.1,1,182.0,53.0,2,8.0,0
8,4.7,5000.0,4.7,8.1,1,182.0,53.0,2,8.0,0
1,6.0,1000.0,6.0,8.1,1,21.532,53.0,2,8.0,0
8,5.3,5000.0,7.7,5.3,1,27.42,45.0,2,13.0,0
1,4.9,5000.0,7.7,4.9,1,19.872,16.0,2,13.0,0
1,5.0,5000.0,7.7,5.0,1,19.872,16.0,2,13.0,0
1,5.3,1000.0,7.7,8.1,14,19.872,34.0,2,20.0,0
8,5.0,5000.0,7.7,8.1,1,202.0,27.0,2,19.0,0
8,5.1,5000.0,7.7,5.1,1,19.872,18.0,2,13.0,0
8,5.1,5000.0,7.7,5.1,1,19.872,19.0,2,13.0,0
8,5.5,3500.0,5.5,8.1,1,20.252,26.0,2,13.0,0
1,5.3,3500.0,5.3,8.1,1,20.252,26.0,2,13.0,0
8,6.0,5000.0,7.7,8.1,1,232.0,34.0,2,14.0,0
8,5.8,5000.0,7.7,8.1,1,232.0,34.0,2,14.0,0
8,6.8,5000.0,7.7,8.1,1,232.0,34.0,2,14.0,0
8,7.0,5000.0,7.7,8.1,1,23.372,34.0,2,14.0,0
8,5.6,2000.0,7.7,8.1,1,17.352,42.0,2,19.0,0
8,5.6,2000.0,5.6,8.1,1,13.862,22.0,2,15.0,0
1,5.4,5000.0,7.7,8.1,1,19.872,22.0,2,13.0,0
1,6.7,3000.0,5.0,10.0,2,35.362,16.0,3,13.0,0
8,5.7,3000.0,2.85,5.7,14,272.0,16.0,3,13.0,0
1,5.5,5000.0,7.7,5.5,1,19.872,19.0,2,13.0,0
1,5.5,5000.0,7.7,8.1,1,19.872,19.0,2,13.0,0
8,5.5,5000.0,7.7,5.5,1,19.872,17.0,2,13.0,0
1,6.0,5000.0,7.7,8.1,1,192.0,20.0,2,10.0,0
9,6.0,5000.0,6.0,8.1,1,182.0,33.0,3,14.0,0
9,6.0,2000.0,6.0,8.1,1,15.842,33.0,3,14.0,0
1,5.6,4000.0,7.7,8.1,14,12.932,6.0,2,20.0,0
8,5.8,4000.0,7.7,8.1,14,11.632,6.0,2,20.0,0
8,5.7,4000.0,7.7,8.1,14,11.632,6.0,2,20.0,0
8,6.1,1000.0,7.7,8.1,1,20.212,36.0,2,8.0,0
1,6.6,1000.0,7.7,8.1,1,20.212,36.0,2,8.0,0
8,6.0,1000.0,7.7,8.1,1,202.0,36.0,2,8.0,0
1,6.0,1000.0,7.7,8.1,1,192.0,36.0,2,8.0,0
1,6.1,5000.0,6.1,6.1,1,21.062,54.0,2,10.0,0
9,5.4,7000.0,7.7,5.4,1,19.872,18.0,3,13.0,0
11,5.8,5000.0,7.7,8.1,1,172.0,34.0,8,12.0,0
12,7.2,5000.0,7.7,8.1,0,28.292,34.0,8,12.0,0
1,6.3,5000.0,7.7,6.3,0,222.0,8.0,2,16.0,0
8,5.8,5500.0,7.7,5.8,1,16.82,35.0,2,15.0,0
9,7.1,5000.0,7.1,7.1,1,24.042,42.0,3,16.0,0
8,6.4,5000.0,6.4,6.4,14,23.532,42.0,3,16.0,0
8,6.7,5000.0,6.7,6.7,1,27.22,42.0,3,16.0,0
9,6.9,5000.0,6.9,6.9,1,24.042,42.0,3,16.0,0
8,7.0,5000.0,7.0,7.0,1,24.042,42.0,3,16.0,0
9,7.1,5000.0,7.1,7.1,1,27.22,42.0,3,16.0,0
9,6.1,7000.0,7.7,6.1,1,26.082,13.0,3,13.0,0
9,6.5,5000.0,6.5,6.5,0,25.112,36.0,3,6.0,0
1,6.5,5000.0,6.5,6.5,14,24.32,31.0,3,7.0,0
8,6.5,5000.0,6.5,8.1,1,23.192,33.0,2,8.0,0
1,6.5,5000.0,7.7,8.1,1,21.32,33.0,3,12.0,0
1,6.5,5000.0,7.7,8.1,1,232.0,33.0,3,12.0,0
8,6.5,1000.0,6.5,6.5,1,202.0,37.0,3,13.0,0
8,6.7,5000.0,6.7,8.1,1,332.0,49.0,2,13.0,0
1,6.2,5000.0,7.7,6.2,1,19.872,17.0,2,13.0,0
8,10.3,3000.0,10.3,5.15,6,42.642,30.0,4,19.0,0
8,10.3,2000.0,10.3,5.15,6,42.642,30.0,4,19.0,0
8,6.9,1000.0,7.7,8.1,7,29.742,52.0,2,16.0,0
1,7.0,5000.0,7.0,8.1,14,232.0,33.0,5,6.0,0
8,6.6,4000.0,7.7,8.1,1,17.692,20.0,2,18.0,0
9,6.8,3000.0,3.4,6.8,1,18.092,20.0,3,13.0,0
9,7.2,5000.0,7.2,7.2,0,27.52,32.0,4,16.0,0
9,9.5,5000.0,9.5,9.5,6,402.0,32.0,4,16.0,0
1,7.0,3000.0,7.0,7.0,1,27.362,10.0,2,23.0,0
8,7.0,3000.0,7.7,8.1,14,21.62,8.0,2,15.0,0
10,6.9,5000.0,7.7,8.1,1,18.052,2.0,4,11.0,0
1,6.8,7000.0,7.7,8.1,1,18.422,2.0,4,11.0,0
9,7.6,5000.0,7.7,8.1,1,18.432,2.0,4,11.0,0
8,7.0,5500.0,7.7,7.0,1,22.352,14.0,2,17.0,0
1,7.0,5500.0,7.7,7.0,1,22.352,14.0,2,17.0,0
1,8.0,5000.0,7.7,8.1,0,30.92,40.0,2,14.0,0
8,7.7,5000.0,7.7,8.1,7,332.0,40.0,2,14.0,0
16,7.1,6000.0,7.7,8.1,14,17.22,17.0,3,21.0,0
16,7.3,6000.0,7.7,8.1,14,16.962,17.0,3,21.0,0
1,7.6,6000.0,7.7,8.1,14,17.22,17.0,3,21.0,0
8,7.7,6000.0,7.7,8.1,14,17.22,17.0,3,21.0,0
9,7.7,6000.0,7.7,8.1,14,17.22,17.0,3,21.0,0
1,7.8,6000.0,7.7,8.1,1,16.962,17.0,3,21.0,0
8,7.8,6000.0,7.7,8.1,1,16.882,17.0,3,21.0,0
9,7.8,6000.0,7.7,8.1,14,16.882,17.0,3,21.0,0
8,7.9,6000.0,7.7,8.1,14,16.962,17.0,3,21.0,0
8,7.9,6000.0,7.7,8.1,1,16.962,17.0,3,21.0,0
9,7.9,6000.0,7.7,8.1,14,16.962,17.0,3,21.0,0
16,12.0,10000.0,7.7,8.1,14,30.342,17.0,3,21.0,0
8,7.5,3000.0,7.5,7.5,1,20.422,17.0,2,10.0,0
1,7.4,3000.0,7.4,7.4,1,21.342,17.0,2,10.0,0
8,7.6,3000.0,7.6,7.6,1,19.212,17.0,2,10.0,0
1,7.5,3000.0,7.7,15.0,1,23.972,5.0,3,15.0,0
1,7.8,3000.0,7.7,8.1,1,23.972,5.0,3,15.0,0
10,7.5,3000.0,7.5,7.5,1,20.342,12.0,4,17.0,0
1,7.3,5500.0,7.7,8.1,1,22.352,16.0,2,19.0,0
3,8.0,5000.0,8.0,8.0,4,37.532,30.0,3,12.0,0
1,7.7,3000.0,7.7,8.1,1,24.92,21.0,3,10.0,0
8,9.0,3000.0,9.0,9.0,1,27.752,21.0,3,10.0,0
8,7.5,5000.0,7.5,7.5,1,24.752,22.0,6,7.0,0
8,7.7,3000.0,7.7,7.7,1,23.32,13.0,2,9.0,0
8,7.7,3000.0,7.7,7.7,14,23.42,13.0,2,9.0,0
8,7.3,7000.0,7.7,7.3,1,21.532,7.0,4,13.0,0
1,7.8,3000.0,7.8,7.8,1,28.322,9.0,3,12.0,0
8,7.9,5000.0,7.9,7.9,1,24.62,4.0,3,25.0,0
1,12.1,5000.0,12.1,12.1,2,41.892,4.0,3,25.0,0
8,8.0,5000.0,7.7,8.1,1,31.542,19.0,6,20.0,0
9,8.0,8000.0,8.0,8.0,1,25.042,22.0,4,18.0,0
8,7.8,7000.0,7.8,7.8,1,26.712,22.0,4,18.0,0
9,8.0,9000.0,8.0,8.0,1,25.042,22.0,4,18.0,0
1,8.1,5500.0,7.7,8.1,1,22.752,4.0,2,13.0,0
1,8.4,3000.0,7.7,8.1,6,43.792,30.0,3,20.0,0
9,8.8,5000.0,8.8,8.8,8,47.32,39.0,3,24.0,0
8,8.5,3000.0,8.5,8.5,1,26.932,7.0,3,17.0,0
11,8.5,4000.0,8.5,8.5,0,29.42,46.0,7,4.0,0
11,9.0,5000.0,9.0,9.0,8,40.52,44.0,5,19.0,0
8,9.5,5000.0,9.5,9.5,6,402.0,36.0,3,11.0,0
9,8.3,12000.0,7.7,8.1,1,23.372,1.0,5,11.0,0
8,9.0,6800.0,7.7,9.0,1,26.312,5.0,6,24.0,0
10,9.5,4400.0,7.7,9.5,0,30.812,7.0,4,9.0,0
14,10.0,5000.0,10.0,10.0,8,49.142,53.0,12,15.0,0
1,10.5,5000.0,10.5,10.5,0,48.022,12.0,2,12.0,0
8,10.2,3000.0,10.2,10.2,2,43.682,6.0,2,17.0,0
12,10.2,8000.0,10.2,8.1,10,55.092,25.0,7,13.0,0
11,9.9,8000.0,9.9,8.1,10,55.092,25.0,7,13.0,0
11,10.0,8000.0,10.0,8.1,10,55.092,25.0,7,13.0,0
9,9.9,8000.0,7.7,9.9,0,23.332,6.0,5,30.0,0
9,10.0,8000.0,10.0,10.0,2,38.042,24.0,5,11.0,0
9,10.0,8000.0,10.0,10.0,2,38.042,24.0,5,14.0,0
11,10.5,7000.0,10.5,8.1,0,36.12,21.0,9,12.0,0
1,13.4,10000.0,13.4,8.1,3,49.212,21.0,9,12.0,0
10,14.1,10000.0,14.1,8.1,3,49.212,21.0,9,12.0,0
8,10.2,7000.0,10.2,8.1,0,36.12,21.0,9,12.0,0
9,11.0,5000.0,11.0,11.0,8,49.52,26.0,3,8.0,0
13,11.1,6000.0,7.7,8.1,2,42.922,7.0,8,37.0,0
12,11.0,6000.0,7.7,11.0,2,42.922,7.0,8,37.0,0
14,9.7,23000.0,9.7,8.1,14,16.52,2.0,8,8.0,0
9,9.7,23000.0,9.7,8.1,14,16.52,2.0,8,8.0,0
8,9.7,23000.0,9.7,8.1,14,16.52,2.0,8,8.0,0
10,9.7,23000.0,9.7,8.1,14,16.52,2.0,8,8.0,0
12,9.7,23000.0,9.7,8.1,14,16.52,2.0,8,8.0,0
9,17.8,27000.0,17.8,8.1,2,43.132,2.0,8,8.0,0
1,17.9,27000.0,17.9,8.1,2,45.122,2.0,8,8.0,0
10,12.0,4000.0,12.0,12.0,8,36.032,51.0,8,6.0,0
12,11.8,10000.0,11.8,11.8,2,36.542,18.0,6,18.0,0
12,12.8,14200.0,12.8,12.8,2,36.542,18.0,6,18.0,0
8,12.5,5000.0,12.5,8.1,9,68.222,30.0,3,8.0,0
11,12.8,2800.0,25.6,8.1,2,54.042,45.0,7,7.0,0
4,12.4,9000.0,7.7,12.4,2,33.42,14.0,10,13.0,0
15,12.97,3600.0,25.94,8.1,0,40.952,28.0,18,1.0,0
1,13.7,6000.0,7.7,13.7,2,42.62,2.0,3,17.0,0
8,13.9,6000.0,13.9,13.9,2,42.62,2.0,3,17.0,0
8,14.2,3000.0,14.2,14.2,2,46.52,16.0,12,9.0,0
10,14.1,6000.0,14.1,14.1,8,59.42,23.0,10,11.0,0
8,13.9,10000.0,13.9,13.9,2,58.92,17.0,14,13.0,0
11,14.1,10000.0,14.1,14.1,2,58.92,17.0,14,13.0,0
12,16.4,13000.0,16.4,16.4,8,68.312,17.0,14,13.0,0
11,19.2,17000.0,19.2,19.2,11,83.632,17.0,14,13.0,0
9,13.9,10000.0,13.9,13.9,2,58.92,17.0,14,13.0,0
13,14.8,11000.0,14.8,22.2,5,60.972,13.0,14,13.0,0
14,16.0,13000.0,16.0,24.0,8,70.072,13.0,14,13.0,0
14,14.9,11000.0,14.9,22.35,5,60.972,13.0,14,13.0,0
9,13.7,25000.0,27.4,27.4,2,44.232,3.0,4,11.0,0
1,16.8,20000.0,16.8,16.8,12,88.192,31.0,2,14.0,0
1,19.8,5000.0,19.8,19.8,5,80.12,17.0,3,13.0,0
0,21.8,5000.0,21.8,21.8,5,69.62,17.0,3,13.0,0
3,21.8,5000.0,21.8,21.8,5,69.62,17.0,3,13.0,0
1,21.8,5000.0,21.8,21.8,5,69.62,17.0,3,13.0,0
0,23.8,5000.0,23.8,23.8,5,69.82,17.0,3,17.0,0
1,24.4,5000.0,24.4,24.4,9,70.062,17.0,3,17.0,0
3,23.8,5000.0,23.8,23.8,5,69.82,17.0,3,17.0,0
1,23.8,5000.0,23.8,23.8,5,69.82,17.0,3,17.0,0
3,24.4,5000.0,24.4,24.4,9,70.062,17.0,3,17.0,0
1,26.0,5000.0,26.0,26.0,9,90.782,2.0,3,13.0,0
5,25.0,20000.0,50.0,25.0,11,74.82,1.0,12,22.0,0
5,26.0,20000.0,52.0,26.0,11,74.82,1.0,12,22.0,0
8,3.0,5000.0,7.7,8.1,1,152.0,53.0,2,15.0,0
1,4.1,2000.0,7.7,8.1,1,14.82,34.0,2,25.0,0
1,4.5,5000.0,4.5,8.1,1,18.472,36.0,3,30.0,0
8,4.7,5000.0,4.7,4.7,1,19.592,36.0,3,30.0,0
9,4.5,5000.0,7.7,8.1,14,182.0,40.0,3,13.0,0
9,4.4,2000.0,7.7,8.1,1,12.472,21.0,3,30.0,0
8,4.3,2000.0,7.7,8.1,1,12.262,21.0,3,30.0,0
1,5.0,5000.0,7.7,8.1,14,232.0,42.0,2,12.0,0
1,4.9,5000.0,7.7,8.1,14,232.0,42.0,2,12.0,0
1,5.0,5000.0,7.7,8.1,1,232.0,42.0,2,12.0,0
8,4.7,2000.0,4.7,8.1,14,15.632,12.0,2,14.0,0
8,4.9,5000.0,7.7,8.1,14,11.162,35.0,2,10.0,0
8,5.1,5000.0,7.7,8.1,14,12.152,35.0,2,10.0,0
1,5.0,5000.0,5.0,8.1,14,152.0,29.0,2,18.0,0
1,5.0,5000.0,5.0,5.0,1,14.432,34.0,2,14.0,0
1,5.0,5000.0,5.0,5.0,1,14.872,34.0,2,14.0,0
1,5.0,2000.0,5.0,5.0,1,152.0,34.0,2,14.0,0
8,5.0,5000.0,5.0,8.1,14,14.872,31.0,2,14.0,0
8,5.0,2000.0,5.0,5.0,1,13.72,31.0,2,14.0,0
8,5.1,5000.0,7.7,8.1,14,12.152,31.0,2,16.0,0
8,5.2,5000.0,7.7,8.1,1,17.322,56.0,3,15.0,0
8,5.5,3000.0,7.7,8.1,1,202.0,56.0,3,15.0,0
8,5.5,5000.0,7.7,8.1,1,192.0,56.0,3,15.0,0
8,5.2,3000.0,7.7,8.1,1,182.0,56.0,3,15.0,0
